path,modality,study,status,transfer_syntax,width,height,components,bits_allocated,frames,src_bytes,j2k_bytes,enc_seconds,dec_seconds,detail
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001764.dcm,mr,study_002,OK,1.2.840.10008.1.2,423,998,1,0,1,950136,202303,0.1762,0.042,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_003614.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528874,148263,0.1953,0.0266,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000805.dcm,mr,study_005,OK,1.2.840.10008.1.2,216,256,1,0,1,216992,34984,0.2043,0.0398,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001404.dcm,mr,study_002,OK,1.2.840.10008.1.2,180,180,1,0,1,174254,8720,0.1766,0.035,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001747.dcm,mr,study_002,OK,1.2.840.10008.1.2,224,256,1,0,1,217928,72451,0.178,0.0406,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_001506.dcm,mr,study_003,OK,1.2.840.10008.1.2,512,412,1,0,1,524150,102644,0.1781,0.0547,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_002926.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528914,151491,0.2171,0.0546,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_004932.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528970,335724,0.1636,0.0497,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003618.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528868,176239,0.1891,0.0454,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001614.dcm,mr,study_005,OK,1.2.840.10008.1.2,260,320,1,0,1,295076,69485,0.0721,0.0208,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_003246.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,319417,0.2028,0.0398,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001415.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,150705,0.193,0.0395,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001253.dcm,mr,study_005,OK,1.2.840.10008.1.2,192,192,1,0,1,167444,17453,0.1821,0.0181,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_001027.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528882,153511,0.2112,0.0378,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000792.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,151205,0.1896,0.0451,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_001498.dcm,mr,study_003,OK,1.2.840.10008.1.2,256,256,1,0,1,222592,46220,0.171,0.0123,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_000253.dcm,mr,study_003,OK,1.2.840.10008.1.2,260,320,1,0,1,279622,60186,0.1296,0.0246,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_006591.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,160510,0.1953,0.0463,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_000474.dcm,mr,study_004,OK,1.2.840.10008.1.2,180,180,1,0,1,172324,16249,0.1752,0.0153,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000183.dcm,mr,study_005,OK,1.2.840.10008.1.2,160,160,1,0,1,147308,9630,0.154,0.0466,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000045.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528842,286760,0.1457,0.0489,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_002574.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528886,147359,0.1609,0.0454,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001820.dcm,mr,study_002,OK,1.2.840.10008.1.2,418,925,1,0,1,879148,192236,0.1517,0.058,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000891.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528848,262516,0.1864,0.0687,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_006403.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,148520,0.202,0.0611,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_000202.dcm,mr,study_002,OK,1.2.840.10008.1.2,160,160,1,0,1,147206,16566,0.1731,0.0439,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001162.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,529056,122338,0.2425,0.0313,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_001832.dcm,mr,study_003,OK,1.2.840.10008.1.2,320,220,1,0,1,270836,39382,0.168,0.0519,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000185.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528842,233212,0.1923,0.0615,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000359.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528848,252294,0.2087,0.0371,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_001166.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528844,160432,0.1636,0.0559,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_000143.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528926,151394,0.1757,0.0614,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_005456.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528964,278680,0.2243,0.0418,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000624.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528856,272394,0.2135,0.0523,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000621.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528824,147832,0.1959,0.056,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_002397.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528876,144775,0.2018,0.0646,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_004440.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528970,326919,0.1915,0.0644,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_004954.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528970,336216,0.1914,0.0941,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000718.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528848,259771,0.2308,0.0913,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000017.dcm,mr,study_005,OK,1.2.840.10008.1.2,180,180,1,0,1,172188,15861,0.1512,0.0295,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_001676.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528888,148788,0.1958,0.0372,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000374.dcm,mr,study_005,OK,1.2.840.10008.1.2,160,160,1,0,1,147448,12350,0.1969,0.0159,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000983.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528848,262759,0.1733,0.0348,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001985.dcm,mr,study_002,OK,1.2.840.10008.1.2,300,320,1,0,1,309172,56783,0.1591,0.0401,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003379.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,151912,0.1461,0.0416,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001475.dcm,mr,study_002,OK,1.2.840.10008.1.2,512,512,1,0,1,632138,119315,0.1889,0.0574,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001068.dcm,mr,study_005,OK,1.2.840.10008.1.2,192,192,1,0,1,167444,20308,0.0657,0.0173,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_001460.dcm,mr,study_003,OK,1.2.840.10008.1.2,256,256,1,0,1,222592,48240,0.1362,0.035,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000394.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528856,273101,0.1539,0.0531,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_002972.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528914,148146,0.178,0.042,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000712.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528862,149782,0.1843,0.0478,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001980.dcm,mr,study_002,OK,1.2.840.10008.1.2,300,320,1,0,1,309166,46838,0.1579,0.054,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003044.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528870,281114,0.1659,0.0649,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000803.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,151710,0.1462,0.0325,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_001441.dcm,mr,study_004,OK,1.2.840.10008.1.2,192,192,1,0,1,167454,23201,0.0761,0.0214,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001986.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,155272,0.1716,0.0592,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_001413.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528858,183015,0.2055,0.0599,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_002486.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,812,1,0,1,835940,184836,0.1952,0.0521,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_005577.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528964,271521,0.1729,0.0502,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_006558.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,158814,0.2133,0.0532,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000072.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528832,148778,0.1405,0.0495,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_000901.dcm,mr,study_004,OK,1.2.840.10008.1.2,208,256,1,0,1,200022,24662,0.1951,0.0536,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001492.dcm,mr,study_005,OK,1.2.840.10008.1.2,432,512,1,0,1,562016,86837,0.2008,0.0423,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_000076.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,656,1,0,1,676310,143761,0.2016,0.0366,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_001387.dcm,mr,study_003,OK,1.2.840.10008.1.2,512,512,1,0,1,635672,116152,0.1968,0.039,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001521.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,147453,0.2106,0.0398,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000047.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528842,286886,0.2086,0.0617,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_003410.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528888,159466,0.2013,0.0627,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001946.dcm,mr,study_005,OK,1.2.840.10008.1.2,512,512,1,0,1,619464,68000,0.2105,0.0732,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000795.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,150965,0.2066,0.0442,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003780.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528868,170395,0.1792,0.0479,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_003266.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528886,151887,0.1804,0.0464,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000266.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528860,260917,0.2236,0.0451,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_001429.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528850,183123,0.1908,0.0639,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_000224.dcm,mr,study_003,OK,1.2.840.10008.1.2,256,176,1,0,1,201560,30351,0.1795,0.0261,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_000232.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,247398,0.1697,0.0376,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003285.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528874,276376,0.2206,0.0403,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_000629.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,160,160,1,0,1,216550,17637,0.2083,0.0434,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000579.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528848,249373,0.2157,0.0632,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001330.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,151304,0.2357,0.0583,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_000756.dcm,mr,study_002,OK,1.2.840.10008.1.2,512,512,1,0,1,618114,61004,0.1897,0.0592,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_001125.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528882,278556,0.2292,0.0587,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000909.dcm,mr,study_005,OK,1.2.840.10008.1.2,174,192,1,0,1,160394,28206,0.1992,0.0588,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_000162.dcm,mr,study_003,OK,1.2.840.10008.1.2,384,300,1,0,1,328984,28187,0.2469,0.0376,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_003711.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,680,1,0,1,700810,179640,0.2944,0.0513,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001462.dcm,mr,study_005,OK,1.2.840.10008.1.2,304,512,1,0,1,421602,68918,0.3098,0.0631,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003535.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528868,159495,0.285,0.0737,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_001017.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528882,275768,0.3442,0.0684,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_001223.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528858,179003,0.3231,0.0614,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000770.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528856,285402,0.2885,0.0685,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_006576.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,155755,0.2591,0.0732,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001753.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528854,154519,0.2199,0.0652,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_002623.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528964,293984,0.1778,0.0753,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_000893.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528888,264340,0.1944,0.0707,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_001321.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528858,182316,0.2527,0.0654,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003708.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528868,175325,0.2397,0.0528,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_003208.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528886,148681,0.2945,0.0466,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_000135.dcm,mr,study_003,OK,1.2.840.10008.1.2,384,300,1,0,1,328984,38955,0.112,0.023,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001274.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,151887,0.1333,0.0361,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001789.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528854,155574,0.2062,0.0369,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_003247.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528916,152864,0.1965,0.0627,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_001556.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528868,147437,0.1877,0.0639,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_003994.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528936,154407,0.1885,0.0663,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000106.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528854,246459,0.1942,0.0511,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003117.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528874,278261,0.1989,0.0402,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_003491.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528898,147637,0.2181,0.0463,
LocalDatasets/medical-dicom-organized/mr/study_001/instance_000179.dcm,mr,study_001,OK,1.2.840.10008.1.2,224,256,1,0,1,217904,27807,0.0963,0.0219,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000829.dcm,mr,study_005,OK,1.2.840.10008.1.2,224,256,1,0,1,217968,29685,0.1045,0.0325,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_002459.dcm,mr,study_004,OK,1.2.840.10008.1.2,512,512,1,0,1,619454,77462,0.2546,0.0395,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_003056.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528870,282884,0.2105,0.0608,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001393.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,150870,0.1948,0.0532,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_000357.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528882,147376,0.2326,0.0536,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_005186.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528962,257141,0.1953,0.0405,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_001685.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528888,150150,0.1753,0.0427,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000567.dcm,mr,study_005,OK,1.2.840.10008.1.2,208,256,1,0,1,199982,23596,0.1079,0.0297,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000572.dcm,mr,study_005,OK,1.2.840.10008.1.2,208,256,1,0,1,199984,23624,0.1238,0.0343,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000866.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528856,279512,0.1478,0.0431,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_002329.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528916,155962,0.1507,0.0309,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000515.dcm,mr,study_005,OK,1.2.840.10008.1.2,512,512,1,0,1,563268,31048,0.1796,0.0269,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_000930.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,531,1,0,1,548358,208862,0.1789,0.0626,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_000699.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,539,512,1,0,1,556488,267166,0.2054,0.0637,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000114.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528834,147635,0.2007,0.0574,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000773.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528856,285636,0.2106,0.0472,
LocalDatasets/medical-dicom-organized/mr/study_001/instance_000457.dcm,mr,study_001,OK,1.2.840.10008.1.2,256,256,1,0,1,235812,32850,0.1533,0.03,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_003713.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528932,154562,0.1715,0.0385,
LocalDatasets/medical-dicom-organized/ct/study_004/instance_000344.dcm,ct,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528848,250267,0.2211,0.0354,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_001285.dcm,mr,study_004,OK,1.2.840.10008.1.2,174,192,1,0,1,160394,30516,0.1484,0.0457,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000852.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,150052,0.2276,0.0575,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_001030.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528866,153086,0.2462,0.0481,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_003028.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528914,152257,0.229,0.0438,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_002027.dcm,mr,study_002,OK,1.2.840.10008.1.2,300,320,1,0,1,307274,61871,0.1134,0.0597,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_001939.dcm,mr,study_002,OK,1.2.840.10008.1.2,256,256,1,0,1,236050,32846,0.1548,0.0562,
LocalDatasets/medical-dicom-organized/mr/study_001/instance_000151.dcm,mr,study_001,OK,1.2.840.10008.1.2,512,512,1,0,1,620096,81448,0.2041,0.0433,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_001016.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528882,157775,0.1232,0.0368,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_000402.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528882,143664,0.1663,0.0348,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_002003.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,156098,0.1925,0.0378,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_002003.dcm,mr,study_004,OK,1.2.840.10008.1.2,300,320,1,0,1,307776,68289,0.1405,0.0577,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_000063.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,656,1,0,1,676310,149785,0.1517,0.0497,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000232.dcm,mr,study_005,OK,1.2.840.10008.1.2,160,160,1,0,1,147314,14555,0.1444,0.043,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_001016.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,589,1,0,1,607654,293055,0.1779,0.0606,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_003456.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,323260,0.1748,0.0316,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_001181.dcm,mr,study_005,OK,1.2.840.10008.1.2,192,192,1,0,1,167444,18073,0.0955,0.0198,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_002179.dcm,mr,study_004,OK,1.2.840.10008.1.2,260,320,1,0,1,295000,69623,0.0877,0.0199,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_001835.dcm,mr,study_004,OK,1.2.840.10008.1.2,256,256,1,0,1,236664,38812,0.0866,0.0323,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_001479.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528888,134332,0.1491,0.0418,
LocalDatasets/medical-dicom-organized/ct/study_002/instance_000800.dcm,ct,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528856,284299,0.1565,0.0433,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_003745.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528932,148893,0.1458,0.0307,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_002474.dcm,mr,study_002,OK,1.2.840.10008.1.2,512,512,1,0,1,619554,73526,0.1614,0.0268,
LocalDatasets/medical-dicom-organized/mr/study_003/instance_001828.dcm,mr,study_003,OK,1.2.840.10008.1.2,320,220,1,0,1,270836,38769,0.0828,0.0201,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_001371.dcm,mr,study_004,OK,1.2.840.10008.1.2,192,192,1,0,1,167448,20611,0.1146,0.0236,
LocalDatasets/medical-dicom-organized/xa/study_005/instance_000118.dcm,xa,study_005,OK,1.2.840.10008.1.2,1024,1024,1,0,1,2132168,693073,0.3212,0.0864,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_002368.dcm,mr,study_002,OK,1.2.840.10008.1.2,512,512,1,0,1,619548,77092,0.176,0.0374,
LocalDatasets/medical-dicom-organized/ct/study_001/instance_000907.dcm,ct,study_001,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528864,153972,0.2453,0.0398,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_002949.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528966,281644,0.2439,0.0525,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_004197.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528970,309965,0.1639,0.0458,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_001301.dcm,mr,study_004,OK,1.2.840.10008.1.2,174,192,1,0,1,160394,29729,0.0964,0.0325,
LocalDatasets/medical-dicom-organized/mr/study_005/instance_000768.dcm,mr,study_005,OK,1.2.840.10008.1.2,224,256,1,0,1,217858,67465,0.193,0.0272,
LocalDatasets/medical-dicom-organized/mr/study_002/instance_005780.dcm,mr,study_002,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528968,282671,0.2702,0.0465,
LocalDatasets/medical-dicom-organized/ct/study_003/instance_002219.dcm,ct,study_003,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528880,151296,0.1727,0.0335,
LocalDatasets/medical-dicom-organized/ct/study_005/instance_000751.dcm,ct,study_005,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528892,156321,0.2377,0.0596,
LocalDatasets/medical-dicom-organized/mr/study_004/instance_002644.dcm,mr,study_004,OK,1.2.840.10008.1.2.1,512,512,1,0,1,528868,250231,0.2343,0.067,
